"dataset","model","loglik","loglik.sd","nfail.max","nfail.min","gamma","eps","rho","delta","deltaI","clin","alpha","beta.trend","log.beta1","log.beta2","log.beta3","log.beta4","log.beta5","log.beta6","omega1","omega2","omega3","omega4","omega5","omega6","sd.beta","tau","S.0","I.0","Rs.0","R1.0","R2.0","R3.0","nbasis","nrstage"
"Bakergange","omega",-3643.51455489262,0.979560744432934,0,0,12,12,0,0.02,0.0438972407685081,1,1,-0.0043350229422772,-1.00261691194688,7.97878712071614,-12.3585461991148,3.01582497818731,1.59843817888467,5.67759816134066,0.372500221013771,0.230201950690894,0.0245924673842073,0.00499390404954558,0.00323503325058025,0.0451549250166851,2.8722866636893,0.309327510157902,0.631592271323729,0.1900110124221,0,0.174527185025644,0.238764416528729,0.0302640729670428,6,3
"Bakergange","omega",-3643.94960029509,1.30937368506463,0,0,12,27.4731,0,0.02,0.0345984865727989,1,1,-0.00499108651136246,-0.646729372660829,7.91979369753709,-11.7447798792321,3.26092677202214,1.85380521148483,5.45677485628284,0.351539467904391,0.0431092267379079,0.0116556027538831,0.0217338805376233,0.000671702489946457,0.093966946400909,2.63600858909208,0.318370329582375,0.0420998269371287,0.182570003081883,0,0.36091099244678,0.0540735909983595,0.310471065100723,6,3
"Bakergange","omega",-3644.11722489707,2.26389366023534,0,0,12,36.2091,0,0.02,0.0343102108797331,1,1,-0.00553414644598673,-0.499013717900313,7.9044973162419,-13.0157812484803,2.36129904245749,1.85870833701836,5.32825546704045,0.169046418282923,0.134667983201426,0.0167840424251944,0.0136932646800553,0.00187842581894753,0.205428791301016,2.6717280050703,0.306691717978201,0.0246861891247857,0.261041051812907,0,0.807742261458056,0.0273153735304216,0.0326883137023803,6,3
"Bakergange","omega",-3645.88413727324,1.08229734574586,0,0,12,20.8449,0,0.02,0.0352629896799326,1,1,-0.00483056270590734,-0.383403457080747,7.77957100987237,-12.0981379946619,2.97888739696972,1.79652905191334,5.37454361771451,0.107819134355682,0.0753501566218293,0.0514743968365494,0.00344844867357148,0.00320945180274277,0.0971975826621946,2.68765403506606,0.324038138610906,0.151286610587815,1.54376312803366,0,4.50271317576269,0.87072470738499,0.0438923014456742,6,3
"Bakergange","omega",-3646.74126918218,1.08812522803831,0,0,12,6.9082,0,0.02,0.0625444912423841,1,1,-0.00524812337714692,-0.267308555214965,7.42701897263328,-10.818224560979,3.18286065185803,1.84897163485808,5.21944860819669,0.0193735984522653,0.281495664982196,0.0106058439626896,0.00384957559175024,0.000627111082136073,0.227443656836263,2.6156401518018,0.313020807165237,0.654935536847927,1.3301235914501,0,7.49961557204693,0.0135440474474228,0.428288509452366,6,3
"Bakergange","omega",-3646.90287421623,1.1532878723089,0,0,12,5.2415,0,0.02,0.0599749680977716,1,1,-0.0064835820083698,-0.92610495114433,7.90771553118723,-11.0456600804392,3.79910747869015,1.59783168014379,5.54173286628651,0.248188678636155,0.0683936729661042,0.0105463234705004,0.00374084561807149,0.00101443398769366,0.0613223168511879,2.77008980094473,0.314929929332333,0.24480021529633,0.489724557509378,0,2.68044353923085,0.00348808133404734,0.00040548582056905,6,3
"Bakergange","omega",-3647.11952820957,1.18671360055344,0,0,12,9.1048,0,0.02,0.0511313540460844,1,1,-0.0037468131036984,-0.331283172519184,7.49575835485918,-10.9246802539822,3.37689700743805,1.8253418743979,5.34008230089762,0.0436927818149942,0.303684023610096,0.015376520153433,0.00200841754785735,0.00129334497616257,0.145844464067542,2.62224927975118,0.320859946102965,0.0987538878684386,0.0520223777077914,0,0.020181762452559,0.137414566189231,0.110237347007575,6,3
"Bakergange","omega",-3647.29478469399,2.11906756119775,0,0,12,21.355734393353,0,0.02,0.0386940520261765,1,1,-0.0061715341034543,-0.429277631260237,7.17357825442093,-8.49257925528433,3.12199959322878,1.95178407738527,5.28715531576517,0.151579602678618,0.167480864493559,0.0288161453178292,0.00514061401116483,0.00061896600407242,0.237216770428723,2.65010722066171,0.31195931375616,4.22163499722521,1.81548256288204,0,2.47079139560211,2.31441644296791,1.02166305391302e-05,6,3
"Bakergange","omega",-3649.21025667997,1.40136488633414,0,0,12,17.4592699011696,0,0.02,0.0375642023715502,1,1,-0.00631359110324796,-0.388375679536879,7.44325286219305,-9.73587345354452,3.58052992420216,1.821194460076,5.29007657591983,0.186573619056078,0.0175090492585643,0.0168787959519206,0.00764353927340799,0.000491939820396732,0.333055908161314,2.58832848410604,0.339223593901709,2.67973683239198,1.06390437335117,0,1.46314530343752,0.0776480318702904,0.000787579263432834,6,3
"Bakergange","omega",-3649.35777199454,1.50138217430877,0,0,12,3.9769,0,0.02,0.072402031997,1,1,-0.0058508139153824,-0.465546118539575,7.70443168985658,-10.7116959700127,3.30186054678621,1.77757155988492,5.28278063959995,0.0538549847304226,0.0833819169645221,0.00733021959264016,0.00385172803357612,0.000569604002367667,0.208667060297495,2.77579621166104,0.313636791048027,0.351605706530848,0.103645278141875,0,0.74126498149988,0.0112221320752792,0.00203388123526972,6,3
"Bakergange","omega",-3650.61925982649,1.68833718428716,0,0,12,29.359850089747,0,0.02,0.03987725258815,1,1,-0.0032123368118668,-0.374807184370516,7.52791729567018,-10.8438637394142,3.17891738125976,2.03607253810928,5.27205942256139,0.198907205139322,0.0665822360735964,0.069222757500469,0.00470768572562352,0.000245662755459769,0.330359558352403,2.64652019195971,0.320885441359485,6.8036000642869,3.70521994105925,0,2.41995842138549,7.42028771543046,0.00105870401019119,6,3
"Bakergange","omega",-3650.70514179601,1.254873044092,0,0,12,2.2894,0,0.02,0.115588682790307,1,1,-0.00608943270395935,-0.585304162239966,7.09313842766748,-10.8297156663459,3.13524568237311,1.9042948078543,5.32012157627445,0.0712739511849172,0.502316340369323,0.0225336175370335,0.00151997352010718,0.000728233188757454,0.0606412516750632,3.01348923629518,0.311169571855495,0.114212680014087,0.0170445505796049,0,0.035745432028804,0.124059816217768,0.00320023686626113,6,3
"Bakergange","omega",-3651.22024522441,1.43182999708477,0,0,12,2.2894,0,0.02,0.0951591693882148,1,1,-0.00691819742754008,-0.771689170418511,7.43934217127273,-10.4442070377239,2.99843874415938,1.83815490855464,5.37228939356506,0.096063042275695,0.257734420320824,0.0158906412075627,0.00353137692912418,0.000452674806043443,0.159109909652877,3.02627932831079,0.303378297396986,0.704808553439762,0.107542121800354,0,0.627845790283296,0.0153056729613516,0.000396180231406216,6,3
"Bakergange","omega",-3651.28016558328,1.5039336869551,0,0,12,3.0174,0,0.02,0.0842780747183045,1,1,-0.00700438432088515,-0.151478436817965,7.39253480870506,-10.6991554421524,2.47979738389105,2.26356171557874,4.89335148847741,0.0454731176364161,0.106091225346936,0.00430458333553449,0.00846656859411831,0.000262044646870741,0.4201672342713,2.81278801520635,0.316130171482653,0.0842272912106526,0.0226898906844133,0,0.0268800369470079,0.109017286056536,0.00604469505818519,6,3
"Bakergange","omega",-3651.93698998106,1.72153169652789,0,0,15.3191489361702,33.1279460927307,0,0.02,0.0408395451784817,1,1,-0.00392688392832699,-0.0135824789116779,7.38150880745337,-9.45582800130706,3.90146511901217,1.96910227577524,5.35422506459218,0.25906283784227,0.119715587575521,0.0986797997767875,0.00982188948712723,0.00116195651498685,0.151210859152063,2.90390452063111,0.317907678524587,2.33410429603796,3.4576938768328,0,9.0086568614996,1.55291507979909,1.88717045618552e-05,6,3
"Bakergange","omega",-3652.06888205601,1.09327207024413,0,0,12,12,0,0.02,0.0465796805442408,1,1,-0.00433786749165895,-0.125141250541315,7.72018376894489,-12.3760029544922,2.23119337335934,2.0793035866857,5.18261633146324,0.00443013111270731,0.0751099279241265,0.00293739694071503,0.0314388635923696,0.000288461690926383,1.14295179474768,2.7010411396489,0.31635524837175,0.19838734564237,0.369770319936568,0,1.32296340164028,0.356397643630218,0.00201981942458989,6,3
"Bakergange","omega",-3653.70338180635,1.824832619141,0,0,12,25.0680855357033,0,0.02,0.0325776769910353,1,1,-0.00584490161238917,-0.348261383223923,7.64207078777884,-10.3604028498155,1.74234341417031,2.00599547969587,5.2685436205108,0.463228331514931,0.001164436088926,0.0114453630266461,0.0270694987219445,0.00146044123850483,0.184738079953988,2.733554365671,0.304638982842981,0.0208309667076257,9.02307623500101,0,24.2101195853677,0.0440331681684751,0.00297777064821931,6,3
"Bakergange","omega",-3654.45385301062,1.4239378691653,0,0,12,1.7371,0,0.02,0.145070869485013,1,1,-0.00550947355027666,-0.90480095617716,7.47018261417682,-10.1761639909544,3.15949252629441,1.93398609556658,5.42867334399849,0.0720883255920717,0.163948866778364,0.00995785340440375,0.00164063653109668,0.000404034898069663,0.0710818434858847,2.99357343353254,0.311980624948179,0.120644779854291,0.0249286299376768,0,0.0936545576866286,0.064161077985739,0.204298920335556,6,3
"Bakergange","omega",-3654.86484049651,1.97338738990336,0,0,12,1.7371,0,0.02,0.123645582834144,1,1,-0.00512361989117067,-0.401608834211914,7.48300531143963,-12.4759895252366,2.42479494722562,2.19335280639345,5.27886321909386,0.0129876577471261,0.984312677196007,0.00901459794818542,0.00179237244822523,0.000579739821198427,0.0381475932002552,2.91344319263124,0.303096688556083,0.39570326688371,0.0651693396739687,0,0.120227715885343,0.358424418516315,0.00936181909395982,6,3
"Bakergange","omega",-3655.26228217127,1.73343351904105,0,0,12,9.30496271280363,0,0.02,0.0478374778303126,1,1,-0.00364458972433108,-0.249980178645506,7.43704206406612,-9.63703056796342,3.31218418587936,1.76776123321065,5.28734352109236,0.115395871780729,0.0194547392848604,0.0287200143216078,0.00539926175653863,0.000991058174399149,0.158113712922705,2.58152964254577,0.293715637312448,0.507752719771904,0.239185451501987,0,0.887854452942528,0.0811508711624581,0.0045464443979541,6,3
"Bakergange","omega",-3655.29080649917,1.59397765838768,0,0,12,1.318,0,0.02,0.170783004870073,1,1,-0.00662700161058217,-0.651836096838537,7.2333489891309,-10.395415606219,2.85017401451338,2.27365284675234,5.21430221940013,0.0494653563438985,0.239403624737115,0.0108599303811988,0.00165449551784025,0.000196088970500954,0.0823326384072793,3.00215573475526,0.312580465542139,0.338978142599585,0.0347540364918736,0,0.142096654222832,0.00060726788382462,0.00450765072114623,6,3
"Bakergange","omega",-3655.70868335518,1.41032449380908,0,0,12,3.9769,0,0.02,0.0816703009300093,1,1,-0.00415797965208402,-0.497135287492044,7.60197977249349,-11.2676830205271,3.17893628291833,2.06338203577014,5.32338776985164,0.187487432910539,0.0548957340348938,0.00656114951722718,0.00198704401888689,0.00107468087793732,0.0176839246876721,2.65136730432237,0.313567899496108,0.381040778731514,0.1794595036006,0,0.707521906481711,0.657533262705995,0.0149234444465159,6,3
