"dataset","model","loglik","loglik.sd","nfail.max","nfail.min","gamma","eps","rho","delta","deltaI","clin","alpha","beta.trend","log.beta1","log.beta2","log.beta3","log.beta4","log.beta5","log.beta6","omega1","omega2","omega3","omega4","omega5","omega6","sd.beta","tau","S.0","I.0","Rs.0","R1.0","R2.0","R3.0","nbasis","nrstage"
"Calcutta","omega",-3037.94781782863,2.06761674269848,0,0,12,4.55212661706501,0,0.02,0.0538083426418655,1,1,-0.0107281011809188,2.61841610583838,3.56204714058655,0.717409029662697,1.47255018891495,3.45293820912988,2.51309752169545,0.0334027757354608,0.421155627951118,0.126435643431624,0.0108390364550068,0.00158631247488937,0.0690218188849461,2.14262813938717,0.234405639715604,0.191386624564633,0.0286571794638444,0,0.78399362464361,0.0343807500363683,0.00120344169234949,6,3
"Calcutta","omega",-3037.99253405634,1.26770595431032,0,0,12,2.2894,0,0.02,0.0734161801510882,1,1,-0.0109033480974886,2.66382007171062,3.62022938423692,0.889205878242125,2.03502431469464,3.31616735986176,2.66320874284844,0.0346789637430075,0.111820036985159,0.208485888555549,0.00280525042106561,0.015592654305663,0.0183831055730678,2.42999939343874,0.227075840512399,0.129970053654429,0.0126711434965596,0,0.179602507875233,0.157894148807589,0.273083429503851,6,3
"Calcutta","omega",-3037.99410667319,1.35181202407961,0,0,12,3.80701528560843,0,0.02,0.0657702971283946,1,1,-0.00987367064665937,2.23233454566685,4.0337292909091,0.174189601364736,1.95315113282148,3.12135823411891,2.92419844418643,0.0542014825086992,0.106238295213059,0.194384186141423,0.00810479502404704,0.00187897967704824,0.01673333002721,2.11962240991227,0.241820983588911,0.0346089264820908,0.00329809903585404,0,0.0818914425973129,0.0166160752478333,0.0149705500621887,6,3
"Calcutta","omega",-3038.10525903997,0.682137461288648,0,0,9.94043878742563,5.0027492274412,0,0.02,0.0446096649495491,1,1,-0.0121198146477246,2.42665636542448,3.6570213154959,-0.768863018814054,1.44694745997687,3.14360317125351,2.40353009330947,0.0284703954432499,0.389895766155818,0.214230357294144,0.0104867063226396,0.0120868575431355,0.0621904350962586,2.37421664914449,0.213063226784537,0.0622520455540118,0.0210110750532936,0,0.474118625240532,0.0522542619478908,0.0498336395794414,6,3
"Calcutta","omega",-3038.14430372057,0.737616900347915,0,0,11.2720857493272,5.30510351555673,0,0.02,0.0499523262607239,1,1,-0.0110636898050744,2.46021552243974,3.6570213154959,-0.00107983807882933,1.60932216160914,3.14059447546017,2.56097272017742,0.0367723455321677,0.287828652713432,0.175586829588844,0.0184903016829628,0.00641250887004833,0.0560037458155039,2.28393795845074,0.225531052691201,0.120681284095762,0.0231768174916938,0,0.545254058206623,0.0977374097955285,0.0955089082137106,6,3
"Calcutta","omega",-3038.35420330913,0.774278539340656,0,0,12,20.8449,0,0.02,0.033428191277025,1,1,-0.0084670462882267,2.3534560648996,3.84443200627047,0.60259505594649,1.60614375041848,3.19359764857154,2.7735352774561,0.102958739831962,0.225712230853293,0.288165112310871,0.0132467098243165,0.0105738152047671,0.035208714813626,2.15617663528893,0.233711681249514,0.0531375480246128,0.0638411450946112,0,1.39725595915598,0.253594372518281,0.36583566518479,6,3
"Calcutta","omega",-3038.46864877862,1.58829815878344,0,0,12,36.2091,0,0.02,0.0301248423508786,1,1,-0.00442770887952804,2.79982359543069,3.51780103070938,1.24684188398479,1.51964488092645,3.2593173149907,2.74750009636927,0.0142936365194992,0.12059282543321,0.103169325055641,0.0388379456480257,0.00889907543544653,0.0219229678119105,2.07892434514592,0.226710629300425,0.06746463009236,0.0319957697966752,0,0.271708711973024,0.395221126999371,0.256280600114155,6,3
"Calcutta","omega",-3038.81170836157,0.587287757114956,0,0,16.1462252557573,9.10483791189366,0,0.02,0.056627546524291,1,1,-0.0101452716752494,2.79808579887012,3.80432188137357,1.68837518861423,2.21875636235378,3.30537628185102,2.96712388103985,0.0355267422718477,0.116325278738882,0.157637856561137,0.013156816719128,0.00953639302235626,0.0416435466575452,2.40781969656763,0.205533054894481,0.126222531131684,0.0170031058481461,0,0.223819570224593,0.302947440633868,0.0733932862421687,6,3
"Calcutta","omega",-3038.94090064746,1.03966631784884,0,0,12,20.8449,0,0.02,0.0316591821762194,1,1,-0.00758766726546844,2.57173298221432,3.57051656296598,1.37381625716304,1.14076768292548,3.4336742168116,2.61655519273417,0.135946229308346,0.153612711260909,0.0552376297441826,0.0557873273952103,0.00778744220222864,0.0235743852758102,2.13942129511857,0.228808573424936,0.314904610409528,0.072807002332505,0,0.682180395747176,1.14162428673847,0.0540430749871947,6,3
"Calcutta","omega",-3038.96458943632,1.84354966819518,0,0,12,12,0,0.02,0.03688865955567,1,1,-0.00575689949754017,2.46888243435473,3.91064975701504,0.508478509895554,1.62543219571343,3.23706391764406,2.7739795454193,0.050944178269233,0.112489852945873,0.142256812329108,0.0220962584209943,0.0146409694638575,0.0407935358617219,2.25987620986576,0.204118147234716,0.197787736785801,0.0640361971199313,0,1.29831505682994,0.275232815257858,0.0249899951478587,6,3
"Calcutta","omega",-3038.97388014815,1.57567465836329,0,0,12,1.7371,0,0.02,0.0833379178716745,1,1,-0.00989132640909535,2.61527025405083,3.78654559274059,0.755434786453434,1.73144042008005,3.50267823322517,2.75134337825327,0.031773760472146,0.0602440301712762,0.0919347764073433,0.00933625967972414,0.00294727329613685,0.0157048812054794,2.2935137572607,0.213459287243853,0.237017936973672,0.0183513975972209,0,0.0940150831993485,0.323186447986828,0.58176414004139,6,3
"Calcutta","omega",-3038.99830778572,1.22341962445607,0,0,12,4.98368660705183,0,0.02,0.0603469518631361,1,1,-0.0084468110212084,2.81714778680465,3.49055555119645,1.0520529540242,1.3561432243064,3.68600966053973,2.41602725507542,0.021411635419377,0.098678660602129,0.134186101190491,0.0182387952442355,0.00108891307982883,0.0226696023480201,1.98225175549339,0.241890458963972,0.037281339512655,0.0212269186668337,0,0.505118713432609,0.0394212150720419,0.318631802677571,6,3
"Calcutta","omega",-3039.31100876465,0.431535452948372,0,0,16.1462252557573,9.10483791189366,0,0.02,0.0519218575345379,1,1,-0.00985006874304601,2.91819012815987,3.76205631082682,1.94563115326503,2.10479862262462,3.32612219253997,2.92525105215196,0.0331003792405317,0.111382376676188,0.0983732775354348,0.0286564267943649,0.0066244413544893,0.0510712623947144,2.46832692064262,0.196315991689376,0.149375012103228,0.0296876967896403,0,0.589719324151015,0.235394060881152,0.0867192606475178,6,3
"Calcutta","omega",-3039.41289937864,0.633668762080056,0,0,16.1462252557573,44.0804002074619,0,0.02,0.0284437863655835,1,1,-0.00712153587772592,2.89876881919946,3.8512285896701,1.9382523122267,2.12133121363556,3.38053822311899,2.90910076192756,0.0688194002503232,0.0401106102782549,0.1329429710188,0.0402318416360697,0.0142642316714032,0.0769775230027799,2.26000000545724,0.220924356843931,0.235164667733231,0.0221942769176384,0,0.0355596733731808,0.334583184919228,0.0725642112425721,6,3
"Calcutta","omega",-3039.53431105505,1.20607938035147,0,0,12,27.4731,0,0.02,0.0551779745092009,1,1,-0.00761238962465172,2.68240291724914,3.50226256107715,0.577626140628678,1.31212598773847,3.44030547490485,2.42929102369442,0.0179155573430471,0.123391938987853,0.222000729543269,0.00800911908367636,0.00605657040562149,0.0462957758546821,2.05543237566968,0.224394820406889,0.0616726962175822,0.0115735550050123,0,0.462405863153909,0.0678885031907203,0.0486917890925733,6,3
"Calcutta","omega",-3040.15627700296,1.19830116443441,0,0,12,3.9769,0,0.02,0.0603910273892698,1,1,-0.0124973815490135,2.53475658040455,3.85597443215631,-0.254181662884195,2.03006130225801,3.04073448083232,2.76507761922047,0.0208353449201644,0.279468840812186,0.173102543962714,0.0102023264647138,0.0062943931363093,0.0441804551628801,2.30362714815419,0.218803468095137,0.406493093028584,0.0283923447059911,0,0.851426225133026,0.109583379407536,0.0246724412214049,6,3
"Calcutta","omega",-3040.54475293584,0.812458556530414,0,0,12,1.7371,0,0.02,0.0828425101499459,1,1,-0.0104337002919878,2.42640627627437,3.91526620625158,0.477931346436492,1.79028077215262,3.46880030550706,2.84271656501177,0.0350267219819497,0.084105628003349,0.161883086652368,0.0117610866986193,0.00251825214175703,0.0256671035308642,2.49502703015211,0.225206721354812,0.592128750178938,0.0211941238927867,0,0.275426970359018,0.572764958088066,0.0425316053638041,6,3
"Calcutta","omega",-3040.83597859673,1.13098079575532,0,0,12,2.2894,0,0.02,0.0713026537629903,1,1,-0.0117749746245911,2.6568721859903,3.73901266659467,0.412901223514773,1.95865829744496,3.25319974810876,2.72641656773762,0.0154796331220244,0.245098729237318,0.153311603427576,0.0116455334894249,0.0096258349210434,0.027757346915796,2.4313510255563,0.216398766254357,0.160728297654636,0.0145877229063731,0,0.15209803823375,0.210624112903344,0.274386530673779,6,3
"Calcutta","omega",-3041.64220065942,0.544291578085119,0,0,16.1462252557573,6.908172783488,0,0.02,0.0565703360500756,1,1,-0.011537654472061,2.91903374413648,3.71284634617346,1.94271658835577,2.07792080626855,3.38641539503099,2.84657006441076,0.0248160098757514,0.116084678969246,0.118204094210926,0.0195738579931689,0.00547111080953654,0.0559790321272652,2.37365581877351,0.21688569981395,0.0970828317214877,0.0158807162017218,0,0.338799866258162,0.09013997823139,0.102161621268117,6,3
"Calcutta","omega",-3041.96508378835,0.647846737394891,0,0,16.1462252557573,5.24148278841779,0,0.02,0.0626426855521764,1,1,-0.0123527014905722,2.92388402056527,3.67979780928789,1.92137853213356,2.14447390960635,3.34890241186668,2.89301266755403,0.0319738013302929,0.116760075435969,0.109675018126469,0.0144945750713673,0.00766509151408273,0.0399050064953812,2.48612138421588,0.203401171914987,0.298142172319942,0.0261437184206913,0,0.701947206600295,0.102287116488688,0.100853155271371,6,3
"Calcutta","omega",-3042.01473097476,0.487923460339963,0,0,16.1462252557573,5.24148278841779,0,0.02,0.0663286171077454,1,1,-0.0112413270290618,2.90553919277959,3.79397285103553,1.90114527406236,2.18391887013873,3.27019072953632,2.94083664531654,0.0290455702605448,0.0744508122168056,0.0895447664635917,0.0135076151194612,0.00929922459368633,0.0359000327803806,2.45788082040321,0.207711832963263,0.0520535151195298,0.0113026941253813,0,0.212400343156743,0.110690775466641,0.105587057316144,6,3
"Calcutta","omega",-3042.11578360081,0.39664292745601,0,0,16.1462252557573,3.01742239533905,0,0.02,0.0789591182486115,1,1,-0.0118044341155446,2.86852034477032,3.86341675360756,1.85625595055303,2.33335486247303,3.38804601417053,2.97095053413589,0.0438593797715609,0.0420438664758221,0.118706569816379,0.0126233478497854,0.00652443463005951,0.0229060064629351,2.61603033429003,0.191421596150714,0.275107270052849,0.0149277839736933,0,0.374423347704531,0.149802780784147,0.0812104610954716,6,3
"Calcutta","omega",-3042.17940040356,0.714831143883461,0,0,16.1462252557573,3.97690426721037,0,0.02,0.0704567815700557,1,1,-0.012118282081779,2.99605196685437,3.61199925989316,2.07238040899474,2.24662694844975,3.39087761990266,2.85764918835669,0.040426540481498,0.0956279244884273,0.0889970806250002,0.0157374469112526,0.00827623942783036,0.0291695544756757,2.65668975858162,0.190239101189632,0.284328357345008,0.0197034442844853,0,0.567125167728557,0.0606668144422695,0.0649827889191068,6,3
"Calcutta","omega",-3043.06536250102,1.89470182328844,0,0,12,1.318,0,0.02,0.109507837028826,1,1,-0.0119149454236252,2.5310342187253,3.7733690971951,0.101723046381904,1.87348171300171,3.44869520912748,2.82988049020507,0.0194799949964487,0.139876338498413,0.167908339972796,0.00411293870857055,0.00391197210054681,0.0156631231476841,2.44636563477462,0.215236314152545,0.0303377072604447,0.00521728806597926,0,0.0552266934106538,0.0429886693092987,0.237930840291817,6,3
"Calcutta","omega",-3043.28540392013,0.473581219901999,0,0,16.1462252557573,3.01742239533905,0,0.02,0.0793841935138852,1,1,-0.0113051052755942,2.8870170024942,3.74309325817507,1.96640245250098,2.23190819814131,3.3955948641003,2.90487374471178,0.0335358051626841,0.0559998137122374,0.0984591156409257,0.012137879947901,0.00774005566695616,0.0290942498712652,2.63076260513734,0.202851659428305,0.429761542927037,0.0222693461529787,0,0.574764716058217,0.234511387657651,0.091455895728959,6,3
"Calcutta","omega",-3043.29418648007,1.9950815586038,0,0,12,4.44027139509634,0,0.02,0.0551298083156141,1,1,-0.0141212462400572,2.43966622502572,3.81017073185248,0.411691395140963,2.14581133702944,3.17659349949483,2.76874092300346,0.0294761202804829,0.219775379644664,0.12649308875773,0.00896536874390116,0.00269254081830597,0.0554547072516125,2.28290685687874,0.231335948580283,0.21373905507929,0.0166957510451852,0,0.30534071689646,0.146558358431643,0.046872609542799,6,3
"Calcutta","omega",-3044.37252692011,1.66756208255505,0,0,15.3191489361702,26.6666228003713,0,0.02,0.0485577918010705,1,1,-0.00705317373500386,2.59662833999489,3.94607656941611,1.03536768574337,2.78062553670485,3.0351403564234,3.14742842134444,0.0214533239284657,0.103744786785413,0.211764611427832,0.00558023040274131,0.00187697245927943,0.0834103672481434,2.15675121845949,0.221387786551693,0.044664318565772,0.0457522379464181,0,1.65769650286988,0.323659643019594,0.00157562256793968,6,3
"Calcutta","omega",-3044.40634182047,2.64225953586948,0,0,34.2857142857143,108.571759401624,0,0.02,0.0419149924988033,1,1,-0.00354870587918019,3.52859144781534,4.18592447411334,3.06624044786947,3.4476364188907,3.80756504504155,3.72234443269066,0.0526177483332278,0.0158994173490784,0.115009461512855,0.0139734414311861,0.000760473766638127,0.0241851188603538,2.00907865870393,0.219252424225824,1.30349639743053,0.0245895223852496,0,0.09398566177941,0.0153192786918352,0.0351045670355475,6,3
"Calcutta","omega",-3047.1225570142,3.21794384460991,0,0,12,8.69253639066653,0,0.02,0.0385269515897797,1,1,-0.00930419370227296,2.68470644949262,3.67157991888901,0.947681502406264,1.90380810368627,3.26062562306961,2.73462028011308,0.0145455589825306,0.256299367873937,0.0713389439629523,0.00200234765731261,0.00152596760947018,0.0372652025677306,2.1462254954616,0.206641405797021,0.0241773609627738,0.0764242531157407,0,0.336529129324993,1.59960168410083,0.039698271836868,6,3
"Calcutta","omega",-3047.48114460201,2.14831353716892,0,0,12,1.318,0,0.02,0.110156171751441,1,1,-0.0130472685513917,2.64629823206722,3.72348225555954,-0.0021019212122884,2.61310200487588,2.9841192798008,2.85854441875965,0.0111947408073699,0.213769267205258,0.133369766248102,0.0016905277437988,0.00741832605325037,0.0237437433829922,2.40973667281456,0.230513509272259,0.078125512895628,0.0036745715753223,0,0.0735398823584236,0.055258146393171,0.130676138089992,6,3
"Calcutta","omega",-3047.6362645998,0.515112620149601,0,0,16.1462252557573,2.28942848510666,0,0.02,0.0884065708052852,1,1,-0.0131233980606491,2.95944030828206,3.63200790017682,2.06089785850395,2.1588924788256,3.54073098978407,2.87604522236887,0.0228205047948415,0.114486529795794,0.0783918239471526,0.0152630392084345,0.00427391802539762,0.0340343699089606,2.61652675587804,0.214741552978247,0.249062643049352,0.0170684351830561,0,0.214855790672477,0.345043904050893,0.270568220799468,6,3
"Calcutta","omega",-3047.78426374264,1.98572192673186,0,0,12,1,0,0.02,0.1271342852578,1,1,-0.0146920151305212,2.559100133841,3.72637149555098,0.535145447457634,2.07593021682392,3.47664467562397,2.7604870141063,0.014144536679086,0.130256121403353,0.114343816819016,0.00302567084294781,0.0014776746544758,0.0324338588878673,2.44715312989514,0.218210031077506,0.201768326829593,0.00663092118848988,0,0.09443601451442,0.231765645651297,0.164093425007569,6,3
"Calcutta","omega",-3048.99780016227,0.721182220886217,0,0,16.1462252557573,2.28942848510666,0,0.02,0.087775727051422,1,1,-0.0142987388974615,2.91568159018447,3.80494748083874,1.90252459396418,2.46434016765283,3.45267662675417,2.91621991949981,0.0382852439701747,0.0439771224466546,0.168309370975714,0.00673409403302619,0.00675573556801897,0.0315994011210738,2.69466507954894,0.195469026222549,0.150173221107125,0.00955223880914868,0,0.187877254982343,0.0927749697880813,0.165894945460832,6,3
"Calcutta","omega",-3050.47579031558,0.53889539084014,0,0,16.1462252557573,1.7370729389807,0,0.02,0.108956308975461,1,1,-0.0125466285631343,2.86318842059663,3.8229878217797,1.81371215356725,2.39009163205602,3.50434042447705,2.94210458325347,0.026673295960192,0.0580536950640608,0.0754288050464414,0.0120745189720633,0.00342764050568147,0.023151568686534,2.73100354736633,0.200198637522091,0.412294802347475,0.0120845466134518,0,0.191003162102229,0.361232797006723,0.136158604736293,6,3
"Calcutta","omega",-3050.74600499596,0.407930570996459,0,0,16.1462252557573,1.7370729389807,0,0.02,0.0991325428362494,1,1,-0.0122777855573982,3.02828165800059,3.71484562341595,2.09472281660997,2.28608646863786,3.51561409599908,2.98169496835915,0.0319893282961455,0.046256153305193,0.090125508117241,0.0105969910915338,0.00665427336901692,0.0191895238903754,2.79600719632123,0.195636064722504,0.299637387600795,0.0113513793702853,0,0.103894820971027,0.398534965123094,0.134758151335408,6,3
"Calcutta","omega",-3053.67263430705,1.4720108136864,0,0,21.1764705882353,9.247370781896,0,0.02,0.066716387109628,1,1,-0.0103896250248892,3.09133979898231,3.7766976616056,2.29203514480648,2.76023378480445,3.37374816732886,3.24043944889967,0.0181748205413183,0.193466579491395,0.103242889549121,0.00976696588776646,0.0109867024493359,0.0308288469791757,2.19412713064073,0.240385614774783,0.075549152114252,0.0138794810015516,0,0.303862199675269,0.0840659286027395,0.0454889928748098,6,3
"Calcutta","omega",-3053.82449417253,0.9107501667417,0,0,34.2857142857143,47.0429507781921,0,0.02,0.0572904697794648,1,1,-0.00599802089853446,3.59501453507561,4.00920645000648,3.18241288224622,3.27331318813082,3.87454482693268,3.5856324054322,0.0319588751195002,0.11770897045326,0.249418993867339,0.00745406281302886,0.00408105335910785,0.0537788230895328,2.01559175665351,0.223413001184725,0.119714082075999,0.0119578046088244,0,0.00369074449737012,0.258340465523641,0.241670733675457,6,3
"Calcutta","omega",-3058.16165729643,0.558570815588538,0,0,16.1462252557573,1.317980629213,0,0.02,0.118133868714362,1,1,-0.0149820270590839,2.91219031056005,3.80252765451769,1.81541026192665,2.45838378675698,3.52896088995032,3.11437942377156,0.0297651325186518,0.0751395580232377,0.10271139474429,0.00903953650711359,0.00458054431504482,0.0210029134589479,2.99284105171501,0.181078745450115,0.206938512178312,0.00674448131573694,0,0.0810070043136797,0.190379948250336,0.178782162396895,6,3
"Calcutta","omega",-3059.80478737076,1.04878034450318,0,0,12,1,0,0.02,0.11963014781472,1,1,-0.0148680649175702,2.98392528940731,3.19941453474397,1.11282202444087,1.49038816665973,3.69439602402072,2.30666779021267,0.0112323629395354,0.307153786484313,0.054092733686518,0.0173048426780488,0.00237096808995234,0.0507280669745235,2.81691256985799,0.191201060158344,0.213679285962723,0.0068790235889595,0,0.0145179296605611,0.431361304355355,0.078294247262593,6,3
"Calcutta","omega",-3062.92388794786,0.416675469474127,0,0,16.1462252557573,1.317980629213,0,0.02,0.127642215086548,1,1,-0.015852726870444,2.88789375146408,3.80217163969401,1.83942548402396,2.40263394872426,3.48482552465777,3.04722846612533,0.0307698549634139,0.0585002014761733,0.0998172051164378,0.0079320664578298,0.00611221983488703,0.0162706425539867,3.09572443862412,0.183736717579995,0.366760452953861,0.00918986570495524,0,0.189390083359885,0.318204946997943,0.127463309516851,6,3
"Calcutta","omega",-3068.49796668679,0.436757361899181,0,0,16.1462252557573,1,0,0.02,0.144064924210943,1,1,-0.017811400861048,2.92532601417497,3.73914457633658,1.79819261567562,2.46658201057284,3.5554826134562,3.05800237105167,0.0274899705417132,0.101630912573937,0.0923520788883269,0.00818481761704385,0.00494845460919198,0.0213493704325762,3.14568572214586,0.199329472390049,0.546251955088439,0.0105187438513773,0,0.232130639380386,0.627715604386781,0.0407196004012094,6,3
"Calcutta","omega",-3072.38761610911,0.797547596416421,0,0,16.1462252557573,1,0,0.02,0.144125795995367,1,1,-0.0183348287652967,3.01964093901122,3.77879804104076,1.69815568737901,2.35909109915444,3.642237845541,2.93634231852733,0.0215612623939727,0.101475263838785,0.086740973082846,0.0113100308293342,0.0049233993683496,0.0235863320170366,3.29035365715933,0.179501908441129,0.279400080487675,0.00650006210741584,0,0.11502083500066,0.298163729440538,0.154033786749099,6,3
"Chittatong","omega",-3244.71551932961,4.07741686925624,0,0,5.30377430184858,3.18664881615235,0,0.02,0.0646625925163371,1,1,-0.0125027099990624,-0.553114923194909,4.5475951242058,-0.023262373399549,1.07924724716462,0.92303051081202,4.76755166038847,0.00387822076564206,0.022072229966059,0.00424459498586497,0.00254540002194508,0.00169623880688347,0.000588984952490998,3.03943029971136,0.44405659657522,0.969900375989808,0.0102885352931651,0,0.000845252749243185,0.0096784005837509,0.000196499082519825,6,3
"Chittatong","omega",-3245.29537084529,4.50487474950873,0,0,5.30377430184858,3.18664881615235,0,0.02,0.0646625925163371,1,1,-0.0125027099990624,-0.553114923194909,4.5475951242058,-0.023262373399549,1.07924724716462,0.92303051081202,4.76755166038847,0.00387822076564206,0.022072229966059,0.00424459498586497,0.00254540002194508,0.00169623880688347,0.000588984952490998,3.03943029971136,0.44405659657522,0.969900375989808,0.0102885352931651,0,0.000845252749243185,0.0096784005837509,0.000196499082519825,6,3
"Chittatong","omega",-3250.46810114243,5.9420983445694,0,0,5.30377430184858,9.10483791189366,0,0.02,0.0582779738783056,1,1,-0.0209256335592505,-0.565177677903551,4.62118958819469,-0.923826609142735,0.375675563380962,0.317589202213283,4.66566517578643,0.010255642883013,0.0168643851074638,0.013994145652994,0.0016711835144177,0.00334704218656759,0.00113524628500497,3.02585264164584,0.420578010418973,1.21890184200376,0.0137300258894264,0,0.00291866896106166,0.00521768097368209,0.000265089154562929,6,3
"Chittatong","omega",-3255.4916844402,12.6156527312309,1,0,21.1764705882353,4.47355702189799,0,0.02,0.110644040861475,1,1,-0.00614773546956386,2.52224529798713,4.15416208748215,2.62360207701202,3.23965502632024,2.92462889658075,4.26565751363977,0.00084044278109796,0.0143421040631633,0.0147958210132652,6.6574434159655e-05,0.000191021251165527,0.000752068662303077,3.1641744282703,0.435950364876027,0.181843673484249,0.00371357597189321,0,6.27176564234904e-05,0.346425184501794,2.70090349146141e-06,6,3
"Chittatong","omega",-3256.10936055615,20.0349874850881,1,0,7.86881740906908,2.93951863588166,0,0.02,0.0469903146391305,1,1,-0.00945742808307793,0.89866358837809,4.5475951242058,1.02597684015196,1.1323477996264,2.04387137350743,3.97994482654031,0.00272308377926423,0.0117698182700666,0.0110802058777198,0.00309590532817651,0.00374818139105946,0.00145928635284434,3.45475625510782,0.440169594727392,0.163604941793639,0.0143170491129158,0,0.00113201316882144,0.879843619263767,0.000110342524063911,6,3
"Chittatong","omega",-3257.93363411253,17.1887634549696,0,0,7.9322704062816,3.78791095455308,0,0.02,0.048006146689323,1,1,-0.00790886609051508,0.76100377424292,4.5475951242058,0.392198568634718,2.29180381499428,0.915602438537004,4.54130288425785,0.00246255516892288,0.0368140324892541,0.00522906325153171,0.00211533235554499,0.00237904906026982,0.000625666976273682,3.03238352139019,0.452726779802738,0.87097552292449,0.0127799878559342,0,0.000723114157229596,0.0105342777197604,0.00105712688888487,6,3
"Chittatong","omega",-3258.58806273408,17.9016984815548,1,0,5.30377430184858,3.97690426721037,0,0.02,0.0968643329154567,1,1,-0.0123680522641911,-0.616981697060662,4.69716146466137,-0.500256082232797,1.28907898864255,0.73972933954235,4.7406434282568,0.00327991534045004,0.0136000382709434,0.00471224833893041,0.00187674214099968,0.00224890577093341,0.000171879027580027,3.1135768361965,0.401662911555586,1.56969559789813,0.0112265190590072,0,0.00254984033595113,0.00590022749306277,0.000181206863457617,6,3
"Chittatong","omega",-3261.55561812378,13.7702617244441,1,0,12,1.7371,0,0.02,0.118871294114291,1,1,-0.0102749635118751,1.54322075087725,4.01849448527113,1.74238469845717,2.6967650741852,2.26089997925437,4.15169892310198,0.00040204032601015,0.0249937263012438,0.0109450653768803,0.000235003971402967,0.000649825421563761,0.000293074036756338,3.36834662457765,0.409589221604438,0.711827087764465,0.0043355887553557,0,4.21785558027176e-06,0.0202755041309623,0.0011749595542678,6,3
"Chittatong","omega",-3263.45224155965,11.9387529472229,1,0,5.19319771054523,2.080412467768,0,0.02,0.0438645610425082,1,1,-0.0118274246502876,-0.54994332031604,4.5475951242058,0.0307549895083319,-0.174675771817419,1.46297502858051,4.5116688693926,0.0105111557034866,0.0269214919251669,0.00120404890308014,0.00528317934340883,0.00191123934509376,0.00051657958021578,3.15889308113451,0.454410168371096,0.308947630999472,0.0044452082516574,0,0.00161668825626798,0.0139350702167185,0.000679937943250307,6,3
"Chittatong","omega",-3266.63473087392,12.4851755702061,1,0,5.30377430184858,1.7370729389807,0,0.02,0.0606329312132667,1,1,-0.00888536082525168,-0.194062506144003,4.2671263382765,0.679374838115693,-0.0670947799030842,1.19899941092406,4.4515417304082,0.00154003197515836,0.0342454734662036,0.0102763569850072,0.000722082503755705,0.00108793355826201,0.00112464739817253,3.00193199769711,0.378172386849891,0.476098504495971,0.00524817752151035,0,0.000320309649978795,0.0343613587004117,0.000567099830105793,6,3
"Chittatong","omega",-3267.59531017111,18.6556024957625,2,0,5.30377430184858,9.10483791189366,0,0.02,0.0647714658817618,1,1,-0.0174977542832273,-0.513163213669417,4.50839880745348,-0.426614900245723,1.05814879593385,1.68272564340496,4.05173467209698,0.00265994666417084,0.0300470677482103,0.00834283959640793,0.0025974305785508,0.000461395423302144,0.00207268505968562,3.10257493678165,0.406236026580294,0.484999501426323,0.00475425077442571,0,0.00074065834509836,0.00803566245484942,0.000177829099089613,6,3
"Chittatong","omega",-3270.13828710657,13.2596513764473,1,0,5.30377430184858,2.62947609533342,0,0.02,0.0330090805589406,1,1,-0.0143100446232031,-0.475500727993429,4.92670815173303,-0.428834639060235,0.090713969076069,1.45967421057314,4.31591240139295,0.0127784339634819,0.00647319053548068,0.00766037807111921,0.00752091668415551,0.00236537438458703,0.00337688754286733,3.65574137238798,0.429901780413204,0.899567531136824,0.0177367068613573,0,0.00163023627054693,0.00482805473331507,7.95348422236902e-05,6,3
"Chittatong","omega",-3270.965491937,18.1225212652208,1,0,12,2.2894,0,0.02,0.11448881098849,1,1,-0.00823770370171097,1.80744813045574,3.91385083275377,1.64354657860564,2.39577842130264,2.11034895975007,4.08098495214435,0.000232464235818637,0.0183603903317607,0.012324453771436,0.000137307840269546,0.000530674322052463,0.00215310821170101,3.29900464704338,0.385028687325334,1.07350107488443,0.0059427037285927,0,0.00221497342788476,0.088160767258211,0.00425748709873201,6,3
"Chittatong","omega",-3271.86893421759,20.4206692531711,1,0,5.30377430184858,1.7370729389807,0,0.02,0.0625162797925903,1,1,-0.00571238443948034,-0.632457490143406,4.97149985475769,-0.251382020393715,0.894028612556327,0.985373295026673,4.64165180288161,0.00331411215293936,0.0124231428987962,0.00413014421614054,0.00364564843234995,0.00070588129938411,0.00330357101934697,3.25654987594267,0.411745855738888,0.865808356701986,0.00832780991585275,0,0.00101260951173636,0.00728433220354256,0.000688342176442977,6,3
"Chittatong","omega",-3271.95789603483,22.1086248769828,2,0,8.5519173136881,4.32354200220487,0,0.02,0.0455192899825972,1,1,-0.00868298887560096,0.325269409152434,4.5475951242058,0.886619466811552,2.37256679959593,1.70954407585643,4.52412587291461,0.0316137061040378,0.00648705465093783,0.00187816558058371,0.00385535220921285,0.000300739645058553,7.70629178576186e-05,3.41873796676827,0.395901813315297,0.799246797529207,0.0128804528834045,0,0.000121878351866282,0.00405511573268105,0.000234117087023763,6,3
"Chittatong","omega",-3273.54017812826,18.7427774658723,1,0,4.68508450846683,4.17351744770936,0,0.02,0.087710368161093,1,1,-0.0143736317549876,-1.15656323466327,4.5475951242058,-0.546203810984385,1.55938001041466,0.939070103770235,4.48790119015569,0.00584399208050016,0.00956802678715112,0.00126928033424846,0.000692252947539732,0.000715554419124867,0.0011716660276331,2.80678039116276,0.450079056349147,0.478446447348097,0.00314511020008949,0,0.000528778276941944,0.0287314239031486,6.29766397469374e-05,6,3
